id,cnpj,municipio,mesorregiao,setor,porte,natureza_juridica,capital_social,num_funcionarios,faturamento_anual_estimado,data_abertura,situacao,data_situacao
181,90.807.595/7947-28,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,16863.87,1,22763.69,2021-04-10,Ativa,
182,71.875.003/6915-59,Blumenau,Vale do Itajaí,Alimentação e bebidas,ME,Sociedade Limitada,289744.47,8,343163.58,2024-11-23,Ativa,
183,64.729.293/1438-66,Caçador,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,19212.01,1,37248.77,2024-04-14,Ativa,
184,44.890.612/0347-17,Joinville,Norte Catarinense,Educação e treinamento,ME,Sociedade Limitada,71812.55,8,358761.73,2019-02-09,Baixada,2020-02-09
185,82.455.877/1694-72,Brusque,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,7538.67,1,36225.24,2021-11-21,Baixada,2022-10-25
186,96.475.987/6220-23,Caçador,Oeste Catarinense,Saúde e bem-estar,Média,Sociedade Anônima Fechada,29010241.12,68,8375859.12,2025-11-13,Ativa,
187,81.149.216/4334-72,São José,Grande Florianópolis,Indústria alimentícia,ME,Sociedade Limitada,68418.66,2,107659.49,2021-05-12,Ativa,
188,82.997.968/8457-83,Joinville,Norte Catarinense,Agronegócio,MEI,Empresário Individual,17420.58,1,79273.73,2022-08-25,Ativa,
189,77.406.493/0853-68,Concórdia,Oeste Catarinense,Construção civil,MEI,Empresário Individual,6767.89,0,48108.82,2020-09-29,Ativa,
190,44.846.312/2417-97,Criciúma,Sul Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,87207.35,2,198804.79,2023-03-30,Ativa,
191,31.207.356/4757-05,Blumenau,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,1943.01,0,24829.69,2020-09-15,Ativa,
192,36.730.371/8376-45,Florianópolis,Grande Florianópolis,Transporte e logística,MEI,Empresário Individual,2356.31,1,24530.66,2023-05-27,Ativa,
193,36.502.491/6300-97,Joinville,Norte Catarinense,Transporte e logística,ME,Sociedade Limitada,52749.53,8,164368.85,2024-11-03,Ativa,
194,81.273.585/7306-52,São José,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,184971.72,6,340706.81,2020-10-07,Ativa,
195,98.218.274/4857-08,Joinville,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,199956.93,8,239109.78,2022-04-22,Baixada,2023-08-13
196,82.945.651/1810-22,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,5536.94,0,57421.97,2025-12-15,Ativa,
197,91.037.170/5865-09,Caçador,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,11849.23,1,57396.57,2019-05-11,Ativa,
198,92.886.195/7612-28,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,18947.47,0,18984.53,2019-11-16,Ativa,
199,59.398.368/4577-60,Chapecó,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,18736.88,1,49955.61,2023-12-20,Suspensa,
200,48.889.921/0752-24,Palhoça,Grande Florianópolis,Beleza e estética,ME,Sociedade Limitada,357694.2,5,164793.18,2020-07-07,Baixada,2020-10-18
201,91.940.961/0556-61,Chapecó,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,11839.26,0,62664.35,2020-01-12,Ativa,
202,32.067.998/1364-62,Caçador,Oeste Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,231860.49,7,96101.7,2019-02-16,Suspensa,
203,37.693.898/3314-65,Joinville,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,149716.95,2,192189.04,2025-02-23,Ativa,
204,97.927.033/5211-03,São José,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,7940.09,0,34130.95,2023-10-01,Ativa,
205,88.487.920/6980-42,Canoinhas,Norte Catarinense,Indústria metalúrgica,EPP,Sociedade Limitada,1884124.89,17,1714724.14,2019-02-26,Ativa,
206,10.463.681/5798-12,Florianópolis,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,172736.29,1,99580.78,2019-08-06,Ativa,
207,54.384.046/0843-25,Joinville,Norte Catarinense,Indústria alimentícia,ME,Sociedade Limitada,96587.25,9,-1,2019-06-12,Ativa,
208,78.232.983/2482-62,Indaial,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,19251.51,0,40796.0,2024-11-02,Ativa,
209,66.474.231/2209-94,São José,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,11126.27,0,24705.33,2025-04-01,Ativa,
210,67.722.330/6046-33,Balneário Camboriú,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,135741.47,8,118410.17,2019-04-17,Ativa,
211,56.999.880/8177-03,Brusque,Vale do Itajaí,Comércio varejista,Média,Sociedade Anônima Fechada,25007202.03,133,44918928.6,2025-12-02,Ativa,
212,64.908.277/1812-98,Itajaí,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,190644.34,1,162239.04,2023-05-06,Baixada,2024-08-26
213,21.117.518/6892-68,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,12215.99,0,72895.84,2024-02-02,Ativa,
214,74.212.309/4077-78,Chapecó,Oeste Catarinense,Transporte e logística,EPP,Sociedade Limitada,1079830.99,19,1154168.44,2020-09-06,Suspensa,
215,98.302.205/0209-94,Concórdia,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,13529.94,1,40300.44,2025-08-08,Ativa,
216,55.616.814/7214-58,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,13769.72,0,78674.24,2020-10-22,Ativa,
217,95.489.952/9978-77,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,11855.97,0,45372.75,2020-03-23,Ativa,
218,66.055.830/3441-44,Concórdia,Oeste Catarinense,Imobiliário,MEI,Empresário Individual,1030.04,0,44077.11,2021-03-03,Ativa,
219,70.272.785/7608-49,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,8524.94,0,69410.95,2022-10-30,Ativa,
220,82.996.291/4504-61,Palhoça,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,14024.37,1,16568.7,2025-06-23,Ativa,
221,07.823.578/4521-82,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,10976.91,0,19743.96,2021-06-04,Ativa,
222,40.943.533/4485-71,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,1078.09,0,70520.56,2020-04-19,Baixada,2024-05-25
223,93.214.958/7020-70,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,10767.15,0,49434.48,2025-04-11,Suspensa,
224,81.792.171/7477-33,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,17934.24,1,54525.76,2025-09-07,Ativa,
225,57.724.599/2816-15,Joinville,Norte Catarinense,Imobiliário,MEI,Empresário Individual,4483.71,1,66425.73,2023-05-25,Ativa,
226,96.695.832/1971-99,Jaraguá do Sul,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,12220.18,0,28814.68,2023-06-30,Ativa,
227,01.329.022/7846-99,Criciúma,Sul Catarinense,Tecnologia da informação,EPP,Sociedade Limitada,4604122.5,14,3016270.77,2022-06-15,Ativa,
228,90.986.240/5800-85,Criciúma,Sul Catarinense,Comércio varejista,EPP,Sociedade Limitada,3886899.17,29,4438147.2,2025-05-24,Ativa,
229,23.865.624/2201-02,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,8491.1,1,61112.38,2025-08-14,Ativa,
230,78.687.653/2690-97,Palhoça,Grande Florianópolis,Construção civil,MEI,Empresário Individual,3607.19,1,71350.54,2019-12-13,Ativa,
231,12.847.818/9137-18,Rio do Sul,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,11950.69,0,79498.11,2025-02-15,Ativa,
232,44.209.494/0792-90,Navegantes,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,15792.02,1,43328.4,2024-12-31,Ativa,
233,40.192.927/5243-72,São José,Grande Florianópolis,Alimentação e bebidas,ME,Sociedade Limitada,179666.07,3,222061.31,2022-03-20,Ativa,
234,23.950.410/2767-47,Navegantes,Vale do Itajaí,Turismo e hotelaria,MEI,Empresário Individual,12315.34,0,69795.38,2020-08-17,Ativa,
235,58.018.569/4544-14,Brusque,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,10017.2,0,48600.51,2023-05-17,Ativa,
236,10.618.175/3443-00,São José,Grande Florianópolis,Serviços profissionais,ME,Sociedade Limitada,279674.05,9,175136.44,2025-08-08,Ativa,
237,21.244.717/4654-21,Balneário Camboriú,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,233329.01,2,105101.8,2025-09-21,Ativa,
238,71.286.391/7410-11,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,19156.51,1,24277.13,2021-11-23,Ativa,
239,87.766.183/0671-98,Lages,Serrana,Alimentação e bebidas,MEI,Empresário Individual,13404.44,0,57857.8,2020-09-01,Baixada,2021-02-15
240,43.280.634/6157-17,Araranguá,Sul Catarinense,Serviços profissionais,ME,Sociedade Limitada,231295.38,2,182934.15,2019-08-15,Ativa,
241,00.505.061/3878-29,Brusque,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,10295.42,0,66699.0,2021-09-03,Suspensa,
242,17.929.111/7993-13,Joinville,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,174926.87,1,276661.81,2019-03-20,Baixada,2020-10-27
243,92.511.426/2582-73,Criciúma,Sul Catarinense,Agronegócio,Grande,Sociedade Anônima,69193195.39,1651,309185154.7,2022-08-21,Ativa,
244,94.672.324/8763-29,Biguaçu,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,,0,72694.26,2023-03-21,Suspensa,
245,19.588.373/4031-27,São José,Grande Florianópolis,Tecnologia da informação,ME,Sociedade Limitada,229517.08,,178051.15,2019-12-27,Suspensa,
246,08.220.781/1379-95,Itajaí,Vale do Itajaí,Comércio varejista,Média,Sociedade Anônima Fechada,14968161.48,161,16162456.44,2023-01-31,Ativa,
247,97.062.397/2652-73,Chapecó,Oeste Catarinense,Transporte e logística,EPP,Sociedade Limitada,1808027.08,16,1412805.52,2020-03-27,Ativa,
248,34.929.298/3168-73,Balneário Camboriú,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,14152.0,0,31361.69,2019-05-12,Ativa,
249,06.007.806/8671-77,Lages,Serrana,Agronegócio,MEI,Empresário Individual,5708.8,1,51983.23,2021-10-07,Ativa,
250,79.907.726/2570-16,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,,1,28495.31,2021-06-11,Ativa,
251,50.165.790/5528-18,Indaial,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,14263.04,0,66350.74,2022-01-10,Ativa,
252,35.548.640/1557-78,Palhoça,Grande Florianópolis,Comércio varejista,Grande,Sociedade Anônima,65643262.62,1229,381821029.06,2025-01-19,Ativa,
253,71.162.411/2412-72,Itajaí,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,168192.43,6,344756.92,2022-04-12,Ativa,
254,31.038.569/5579-88,Caçador,Oeste Catarinense,Tecnologia da informação,ME,Sociedade Limitada,349351.11,9,340950.29,2023-09-03,Ativa,
255,72.928.422/2231-05,Criciúma,Sul Catarinense,Alimentação e bebidas,MEI,Empresário Individual,15996.09,0,45412.77,2020-12-04,Ativa,
256,10.672.752/0885-47,Lages,Serrana,Construção civil,MEI,Empresário Individual,14435.55,1,79483.56,2025-04-22,Ativa,
257,14.069.375/1509-39,Indaial,Vale do Itajaí,Indústria alimentícia,ME,Sociedade Limitada,289851.66,8,175492.96,2020-08-25,Suspensa,
258,99.805.626/5650-45,Itajaí,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,39256.34,8,269900.69,2019-04-03,Ativa,
259,66.299.123/4785-19,Blumenau,Vale do Itajaí,Beleza e estética,EPP,Sociedade Limitada,3591668.9,38,3652382.88,2021-06-02,Ativa,
260,87.049.478/7300-24,Brusque,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,4322.97,1,61007.04,2023-08-25,Ativa,
261,19.597.964/7158-90,Blumenau,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,156004.87,8,333995.3,2022-03-24,Ativa,
262,04.481.832/1928-55,Rio do Sul,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,17688.03,0,36659.6,2024-03-03,Ativa,
263,52.132.833/8988-81,São Bento do Sul,Norte Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,11153.99,,68808.72,2020-01-28,Ativa,
264,52.401.322/3423-21,Chapecó,Oeste Catarinense,Indústria metalúrgica,MEI,Empresário Individual,10110.85,1,59682.5,2019-03-13,Ativa,
265,40.140.119/3932-50,Criciúma,Sul Catarinense,Transporte e logística,MEI,Empresário Individual,15389.35,0,25548.22,2024-06-06,Ativa,
266,08.334.280/1387-59,Florianópolis,Grande Florianópolis,Agronegócio,Média,Sociedade Anônima Fechada,18257960.4,178,40092256.55,2022-11-25,Suspensa,
267,75.480.157/1647-94,Joinville,Norte Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,9057.75,0,40122.88,2023-04-04,Ativa,
268,20.716.781/1266-91,São José,Grande Florianópolis,Agronegócio,MEI,Empresário Individual,19714.28,1,25026.16,2022-04-05,Ativa,
269,99.465.796/7842-71,Brusque,Vale do Itajaí,Imobiliário,MEI,Empresário Individual,7434.0,1,20470.59,2021-03-26,Ativa,
270,52.499.118/7734-77,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,2892.46,0,69291.56,2019-05-02,Ativa,
271,00.284.276/2467-19,Itajaí,Vale do Itajaí,Tecnologia da informação,EPP,Sociedade Limitada,438456.54,12,4267757.98,2025-02-16,Ativa,
272,54.500.902/5590-56,São José,Grande Florianópolis,Saúde e bem-estar,ME,Sociedade Limitada,176568.87,3,222365.13,2024-04-08,Suspensa,
273,15.208.507/6986-40,Florianópolis,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,13563.56,0,28188.92,2019-08-20,Ativa,
274,52.945.637/1834-40,São José,Grande Florianópolis,Tecnologia da informação,Grande,Sociedade Anônima,201247387.29,1422,93976552.89,2025-05-25,Ativa,
275,35.148.468/5366-49,Blumenau,Vale do Itajaí,Tecnologia da informação,EPP,Sociedade Limitada,3546618.38,47,780617.25,2020-01-12,Suspensa,
276,89.690.835/7232-46,Itajaí,Vale do Itajaí,Indústria têxtil e vestuário,MEI,Empresário Individual,17391.49,1,26693.74,2024-10-15,Ativa,
277,30.347.786/6032-42,Chapecó,Oeste Catarinense,Turismo e hotelaria,EPP,Sociedade Limitada,1545190.33,28,3228429.38,2023-08-17,Ativa,
278,16.516.231/9818-98,Florianópolis,Grande Florianópolis,Educação e treinamento,MEI,Empresário Individual,13241.58,0,65974.13,2020-12-21,Baixada,2023-12-11
279,34.764.907/8515-86,Joinville,Norte Catarinense,Imobiliário,MEI,Empresário Individual,7256.43,1,67603.07,2022-07-07,Ativa,
280,03.486.451/8376-06,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,10029.21,,68674.21,2023-01-26,Ativa,
281,04.177.656/1248-15,Biguaçu,Grande Florianópolis,Indústria metalúrgica,MEI,Empresário Individual,4997.34,0,75196.47,2022-05-03,Ativa,
282,34.591.123/8296-57,,Não informada,Transporte e logística,MEI,Empresário Individual,14208.99,0,56254.72,2024-01-31,Ativa,
283,93.008.931/7342-06,Itajaí,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,16191.04,0,17823.53,2022-09-03,Suspensa,
284,71.333.447/6263-93,Balneário Camboriú,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,18997.63,0,12973.93,2020-11-27,Ativa,
285,97.107.256/3669-41,Laguna,Sul Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,152983.44,3,89027.7,2021-01-08,Ativa,
286,28.092.428/7572-15,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,18256.3,0,12369.91,2024-04-12,Ativa,
287,49.485.625/7287-03,Palhoça,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,19591.82,1,72145.89,2019-06-30,Ativa,
288,87.771.215/1342-28,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,14413.29,1,20005.66,2020-10-31,Ativa,
289,15.041.659/1520-17,São Bento do Sul,Norte Catarinense,Tecnologia da informação,ME,Sociedade Limitada,359301.59,1,227758.3,2025-07-18,Ativa,
290,92.304.501/8961-64,São Bento do Sul,Norte Catarinense,Saúde e bem-estar,MEI,Empresário Individual,13502.12,1,78914.17,2025-08-30,Ativa,
291,47.649.251/5837-76,Joinville,Norte Catarinense,Indústria alimentícia,EPP,Sociedade Limitada,4144415.5,20,2084952.88,2019-03-26,Ativa,
292,27.881.476/1742-24,Itajaí,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,12663.49,1,55517.35,2023-02-17,Ativa,
293,45.491.801/7226-01,Rio do Sul,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,2454.12,0,47425.6,2025-03-06,Ativa,
294,94.168.006/1027-76,Chapecó,Oeste Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,12852.4,1,78703.65,2024-01-17,Ativa,
295,31.030.372/3683-14,Caçador,Oeste Catarinense,Indústria alimentícia,ME,Sociedade Limitada,226474.78,6,349716.51,2022-05-25,Ativa,
296,96.050.166/7998-40,Tubarão,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,18145.89,1,78506.81,2020-11-11,Ativa,
297,67.179.576/0243-75,Itajaí,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,91167.03,1,228398.16,2024-06-21,Suspensa,
298,57.293.417/2232-97,Criciúma,Sul Catarinense,Construção civil,ME,Sociedade Limitada,308708.83,8,117593.24,2025-10-02,Ativa,
299,80.156.193/1837-45,Florianópolis,Grande Florianópolis,Serviços profissionais,Grande,Sociedade Anônima,112622141.26,346,499667550.31,2021-08-19,Ativa,
300,11.991.808/1213-52,Navegantes,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,323711.19,9,267786.56,2021-12-31,Baixada,2025-08-19
301,03.754.821/4565-32,Palhoça,Grande Florianópolis,Indústria têxtil e vestuário,ME,Sociedade Limitada,64003.51,6,309545.86,2020-02-11,Baixada,2022-03-27
302,72.081.155/6260-60,Brusque,Vale do Itajaí,Tecnologia da informação,ME,Sociedade Limitada,154693.3,7,331560.21,2023-10-23,Ativa,
303,50.489.267/3899-75,São José,Grande Florianópolis,Saúde e bem-estar,EPP,Sociedade Limitada,4678615.49,36,2144892.51,2024-10-30,Ativa,
304,31.884.852/0089-43,Gaspar,Vale do Itajaí,Educação e treinamento,MEI,Empresário Individual,2601.34,1,38909.55,2022-05-20,Ativa,
305,49.075.399/8935-44,São Bento do Sul,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,14907.74,1,55262.28,2020-03-28,Baixada,2021-12-09
306,26.611.062/7371-58,São José,Grande Florianópolis,Agronegócio,ME,Sociedade Limitada,191883.33,4,110358.31,2023-03-27,Ativa,
307,22.827.728/8137-70,Chapecó,Oeste Catarinense,Tecnologia da informação,ME,Sociedade Limitada,184589.56,7,359026.79,2025-07-21,Ativa,
308,54.470.229/6044-32,Brusque,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,17194.04,0,20339.78,2025-09-30,Ativa,
309,92.287.772/5199-66,Concórdia,Oeste Catarinense,Construção civil,MEI,Empresário Individual,17538.1,1,45201.17,2019-10-04,Ativa,
310,81.398.909/8378-01,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,13272.41,0,51467.64,2022-02-10,Baixada,2022-06-30
311,90.705.626/0856-41,São José,Grande Florianópolis,Tecnologia da informação,Média,Sociedade Anônima Fechada,13019048.03,230,42719068.33,2021-04-22,Ativa,
312,20.046.152/6546-10,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,5855.54,0,22641.69,2021-01-18,Ativa,
313,30.489.138/2496-71,Joinville,Norte Catarinense,Transporte e logística,ME,Sociedade Limitada,273336.49,7,156131.22,2024-09-14,Baixada,2025-08-05
314,07.942.007/4946-53,Rio do Sul,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,199153.91,3,299184.6,2023-03-10,Ativa,
315,39.855.474/3553-79,Lages,Serrana,Construção civil,MEI,Empresário Individual,2328.77,0,60191.62,2025-04-25,Ativa,
316,81.180.715/6956-20,Blumenau,Vale do Itajaí,Indústria metalúrgica,MEI,Empresário Individual,10054.05,0,58416.74,2025-10-29,Ativa,
317,33.750.479/3036-14,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,15119.74,1,58958.25,2021-06-26,Ativa,
318,84.308.948/7060-56,Jaraguá do Sul,Norte Catarinense,Construção civil,ME,Sociedade Limitada,207799.08,2,245097.92,2025-10-05,Suspensa,
319,51.903.613/3254-11,Rio do Sul,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,10415.92,0,15240.56,2024-03-26,Baixada,2025-09-26
320,19.971.791/1006-51,Florianópolis,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,5695.92,1,28446.79,2021-10-22,Ativa,
321,19.639.907/6769-91,Navegantes,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,3071679.56,37,652108.75,2022-05-19,Ativa,
322,92.845.679/7232-00,Blumenau,Vale do Itajaí,Indústria metalúrgica,ME,Sociedade Limitada,124867.78,4,109650.41,2024-10-19,Baixada,2025-08-26
